15:42:00,SAFE,0.0,0,11.98,73.16,35.75,0.97,0.22,0.35,0
15:42:01,SAFE,0.0,0,11.92,72.77,35.75,0.97,0.21,0.35,0
15:42:02,SAFE,0.0,0,12.43,72.0,35.81,0.98,0.21,0.35,0
15:42:03,SAFE,0.0,0,12.31,74.74,35.81,0.97,0.22,0.35,0
15:42:04,SAFE,0.0,0,11.64,70.85,35.94,0.97,0.2,0.35,0
15:42:05,SAFE,0.0,0,11.75,70.85,35.94,0.97,0.21,0.35,0
15:42:06,SAFE,0.0,0,11.92,70.47,36.0,0.97,0.21,0.34,0
15:42:07,SAFE,0.0,0,11.81,72.0,36.0,0.97,0.22,0.35,0
15:42:08,SAFE,0.0,0,11.31,71.61,36.0,0.97,0.22,0.35,0
15:42:09,SAFE,0.0,0,11.26,71.23,36.06,0.97,0.22,0.35,0
15:42:10,SAFE,0.0,0,11.21,68.59,36.13,0.97,0.22,0.35,0
15:42:11,SAFE,0.0,0,11.15,67.85,36.13,0.97,0.22,0.35,0
15:42:12,SAFE,0.0,0,11.64,67.85,36.19,0.97,0.21,0.34,0
15:42:13,SAFE,0.0,0,11.42,67.48,36.19,0.97,0.21,0.36,0
15:42:14,SAFE,0.0,0,11.42,66.39,36.25,0.97,0.22,0.35,0
15:42:16,SAFE,0.0,0,10.88,66.75,36.31,0.97,0.22,0.35,0
15:42:17,SAFE,0.0,0,10.73,66.03,36.38,0.97,0.21,0.35,0
15:42:18,SAFE,0.0,0,11.04,68.59,36.38,0.97,0.22,0.35,0
15:42:19,SAFE,0.0,0,10.73,68.22,36.44,0.96,0.21,0.35,0
15:42:20,SAFE,0.0,0,10.67,65.67,36.44,0.97,0.21,0.35,0
15:42:21,SAFE,0.0,0,10.67,65.67,36.5,0.97,0.21,0.35,0
15:42:22,SAFE,0.0,0,10.52,64.24,36.5,0.96,0.22,0.35,0
15:42:23,SAFE,0.0,0,10.47,64.24,36.56,0.97,0.21,0.35,0
15:42:24,SAFE,0.0,0,10.47,63.19,36.56,0.97,0.21,0.35,0
15:42:25,SAFE,0.0,0,10.62,63.19,36.63,0.98,0.22,0.36,0
15:42:26,SAFE,0.0,0,10.31,62.5,36.69,0.97,0.21,0.35,0
15:42:27,SAFE,0.0,0,10.31,62.5,36.69,0.97,0.22,0.35,0
15:42:28,SAFE,0.0,0,10.31,62.5,36.75,0.97,0.21,0.35,0
15:42:29,SAFE,0.0,0,10.26,62.16,36.81,0.97,0.22,0.34,0
15:42:30,SAFE,0.0,0,10.26,61.47,36.81,0.97,0.22,0.34,0
15:42:31,SAFE,0.0,0,10.16,61.47,36.81,0.97,0.22,0.35,0
15:42:32,SAFE,0.0,0,10.0,60.8,36.88,0.96,0.21,0.35,0
15:42:33,SAFE,0.0,0,9.95,62.85,36.94,0.96,0.22,0.34,0
15:42:34,SAFE,0.0,0,9.95,60.46,36.94,0.97,0.22,0.35,0
15:42:35,SAFE,0.0,0,9.95,60.46,37.0,0.97,0.21,0.35,0
15:42:36,SAFE,0.0,0,9.9,61.13,37.06,0.97,0.22,0.36,0
15:42:37,SAFE,0.0,0,9.9,61.81,37.06,0.97,0.22,0.35,0
15:42:38,SAFE,0.0,0,9.75,59.46,37.13,0.97,0.22,0.35,0
15:42:39,SAFE,0.0,0,9.75,58.8,37.19,0.97,0.21,0.35,0
15:42:40,SAFE,0.0,0,9.8,58.14,37.19,0.97,0.21,0.35,0
15:42:41,SAFE,0.0,0,9.75,58.14,37.25,0.97,0.22,0.35,0
15:42:42,SAFE,0.0,0,9.51,57.82,37.25,0.96,0.21,0.35,0
15:42:43,SAFE,0.0,0,9.51,58.14,37.31,0.96,0.2,0.34,0
15:42:44,SAFE,0.0,0,9.41,58.14,37.31,0.97,0.22,0.34,0
15:42:45,SAFE,0.0,0,9.31,56.85,37.38,0.97,0.21,0.34,0
15:42:46,SAFE,0.0,0,9.41,56.53,37.38,0.97,0.21,0.35,0
15:42:47,SAFE,0.0,0,9.65,56.85,37.5,0.97,0.21,0.35,0
15:42:48,SAFE,0.0,0,9.26,57.49,37.5,0.97,0.21,0.35,0
15:42:49,SAFE,0.0,0,9.22,55.58,37.5,0.97,0.22,0.35,0
15:42:50,SAFE,0.0,0,9.12,55.58,37.56,0.97,0.21,0.35,0
15:42:51,SAFE,0.0,0,9.17,54.64,37.56,0.97,0.21,0.35,0
15:42:52,SAFE,0.0,0,9.46,54.96,37.63,0.97,0.21,0.35,0
15:42:53,SAFE,0.0,0,8.93,54.64,37.63,0.97,0.22,0.35,0
15:42:54,SAFE,0.0,0,8.79,54.64,37.69,0.97,0.22,0.35,0
15:42:55,SAFE,0.0,0,8.98,54.03,37.69,0.97,0.22,0.35,0
15:42:56,SAFE,0.0,0,8.69,54.96,37.75,0.96,0.21,0.35,0
15:42:57,SAFE,0.0,0,8.74,54.64,37.75,0.97,0.21,0.35,0
15:42:58,SAFE,0.0,0,8.6,53.11,37.81,0.97,0.21,0.35,0
15:42:59,SAFE,0.0,0,8.6,53.11,37.88,0.97,0.22,0.35,0
15:43:00,SAFE,0.0,0,8.6,52.21,37.88,0.97,0.21,0.35,0
15:43:01,SAFE,0.0,0,8.46,52.51,37.94,0.97,0.21,0.35,0
15:43:02,SAFE,0.0,0,8.46,51.91,37.94,0.97,0.2,0.35,0
15:43:03,SAFE,0.0,0,8.55,52.21,38.0,0.93,-0.06,0.47,0
15:43:04,SAFE,0.0,0,8.51,51.91,38.0,0.98,-0.01,0.48,0
15:43:05,SAFE,0.0,0,8.98,54.96,38.0,0.94,-0.11,0.5,0
15:43:06,SAFE,0.0,0,8.42,51.31,38.06,0.95,-0.1,0.5,0
15:43:07,SAFE,0.0,0,8.32,51.31,38.13,0.94,-0.19,0.54,0
15:43:08,SAFE,0.0,0,8.32,53.11,38.13,0.97,0.18,0.37,0
15:43:09,SAFE,0.0,0,8.93,54.64,38.19,0.97,0.19,0.36,0
15:43:10,SAFE,0.0,0,8.37,51.02,38.19,0.97,0.18,0.36,0
15:43:11,SAFE,0.0,0,8.28,50.14,38.25,0.98,0.18,0.36,0
15:43:12,SAFE,0.0,0,8.28,50.43,38.25,0.97,0.19,0.36,0
15:43:13,SAFE,0.0,0,8.55,52.21,38.31,0.98,0.19,0.36,0
15:43:14,SAFE,0.0,0,8.79,54.33,38.38,0.97,0.19,0.35,0
